eventid,region,summary,success,suicide,attacktype,targtype,target,gname,weaptype,weapsubtype,site,target
3952,Middle East & North Africa," An assailant opened fire on an Israeli settlement near Kiryat Arba, West Bank, West Bank and Gaza Strip. The assailant was killed when Israeli soldiers opened fire and there were no other reported casualties. No group claimed responsibility for the incident; however, sources attributed the attack to a Palestinian extremist.",0,0,Armed Assault,Private Citizens & Property,Settlement,Palestinian Extremists,Firearms,Automatic or Semi-Automatic Rifle,"""Palestinian woman killed by Israeli soldiers after opening fire in West Bank: report,"" New York Post, May 19, 2021.",1
4443,Middle East & North Africa," Assailants fired mortars targeting an Iraqi Army barracks along the international highway in Rutbah district, Al Anbar, Iraq. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,0,Bombing/Explosion,Military,Barracks,Unknown,Explosives,"Projectile (rockets, mortars, RPGs, etc.)","""ISHM: JUNE 10 - JUNE 17, 2021,"" Enabling Peace in Iraq Center, June 17, 2021.",1
6952,Sub-Saharan Africa,Quaerat non aliquam dolore. Dolore sit quaerat dolore. Sit magnam est quisquam voluptatem numquam dolore. Numquam quiquia quaerat quaerat aliquam ipsum eius. Dolor porro quaerat consectetur. Neque porro eius amet modi. Est dorandom dolor sed neque.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Trigzy iwduik kdx eyjpz whhoooyd.,0
1083,Middle East & North Africa," An assailant attempted to stab Israel Defense Forces (IDF) soldiers at a checkpoint in Hebron, West Bank, West Bank and Gaza Strip. The soldiers shot and injured the assailant. No group claimed responsibility for the incident; however, sources attributed the attack to a Palestinian extremist.",0,0,Armed Assault,Military,Checkpoint,Palestinian Extremists,Melee,Knife or Other Sharp Object,"""Report: Suspected Terrorist Neutralized After Wounding Two Soldiers in West Bank,"" Algemeiner.com, May 12, 2021.",1
2183,Sub-Saharan Africa," An explosive device detonated against a military vehicle escorting water drillers in Dioura, Mopti, Mali. Two soldiers were killed and two soldiers were injured in the blast. No group claimed responsibility for the incident; however, sources attributed the attack to Muslim extremists.",1,0,Bombing/Explosion,Military,Vehicle,Muslim extremists,Explosives,Landmine,"""Two Malian soldiers killed in highway blast,"" UrduPoint.com, February 15, 2021.",1
4909,Southeast Asia," An explosion occurred behind the Myanmar Shay Saung bank on Bogyoke road in Kalay, Sagaing, Myanmar. There were no casualties in the attack. No group claimed responsibility for the incident.",1,0,Bombing/Explosion,Business,Bank,Unknown,Explosives,Unknown Explosive Type,"""Spring Revolution Daily News for 16-30 June 2021,"" Mizzima, June 30, 2021.",1
679,Middle East & North Africa," Assailants shot and killed Mohammed Laith, a lieutenant colonel in the Iraqi National Intelligence Service (INIS), in Mansour neighborhood, Baghdad, Iraq. No group claimed responsibility for the incident.",1,0,Assassination,Government (General),Anti-Espionage Unit Lieutenant Colonel: Mohammed Laith Hussein,Unknown,Firearms,Handgun,"""Gunmen assassinate senior intelligence officer in Iraq's capital,"" Xinhua General News Service, March 22, 2021.",1
4678,South Asia," Assailants attacked the district center of Maymana district, Faryab, Afghanistan. The outcome of the attack is unknown. No group claimed responsibility for the incident; however, sources attributed the attack to the Taliban.",1,0,Unknown,Government (General),District Center,Taliban,Unknown,,"""Clashes Reach Gates of Faryab's Capital in Northern Afghanistan,"" TOLONews, June 20, 2021.",1
3788,Southeast Asia," Assailants armed with swords attacked farmers on a coffee plantation in Kalemago village, Post district, Central Sulawesi, Indonesia. Four people were killed, including one who was beheaded. The Mujahidin Indonesia Timur (MIT) claimed responsibility for the incident and stated that the victims were informants for the army.",1,0,Hostage Taking (Kidnapping),Private Citizens & Property,Christian Farmers,Mujahidin Indonesia Timur (MIT),Firearms,Unknown Gun Type,"""International Christian Concern: Terrorist Group Allegedly Murdered Four Christian Farmers in Central Sulawesi,"" Targeted News Service, May 12, 2021.",1
2566,South Asia," Assailants attacked a military base in Khanabad, Balkh, Afghanistan. At least six soldiers were killed, and seven others were abducted in the ensuing clash. The outcome of the kidnapping is unknown. The Taliban claimed responsibility for the incident.",1,0,Hostage Taking (Kidnapping),Military,Base,Taliban,Unknown,,"""Bombings, Taliban Raids Kill 22 Afghans, Injure Dozens,"" VOA News, March 13, 2021.",1
652,South Asia," Assailants shot and injured a security official in Police District 3, Kabul, Afghanistan. No group claimed responsibility for the incident.",1,0,Armed Assault,Military,Security Official: Rasoul Khan,Unknown,Firearms,Unknown Gun Type,"""Logar Ex-District Governor Assassinated in Kabul,"" TOLONews, March 17, 2021.",1
3778,South Asia," Assailants shot and killed a police officer in Ab Kamari district, Badghis, Afghanistan. No group claimed responsibility for the incident; however, sources attributed the attack to the Taliban.",1,0,Armed Assault,Police,Officer,Taliban,Firearms,Unknown Gun Type,"""Afghan War Casualty Report: May 2021,"" NYTimes.com Feed, May 6, 2021.",1
3410,Sub-Saharan Africa," Assailants opened fire on residents in Tao, Sahel, Burkina Faso. There were no reported casualties in the assault. This was one of four related attacks in this area on the same day. At least five people were abducted across all four incidents and their whereabouts are unknown. No group claimed responsibility for the attacks.",1,0,Hostage Taking (Kidnapping),Private Citizens & Property,Village,Unknown,Firearms,Unknown Gun Type,"""More than a dozen killed in attacks in north Burkina Faso, says local source,"" France24, April 27, 2021.",1
2154,South Asia," An explosive device detonated against a police vehicle responding to a previous attack in Kala, Kunar, Afghanistan. At least two police officers, including commander Feroz Khan, were killed and two officers were injured in the blast. This was one of two related attacks in the area on this date. No group claimed responsibility for the incident.",1,0,Assassination,Police,Vehicle of Commander: Feroz Khan,Unknown,Explosives,Landmine,"""Local police commanders among six dead in Afghan east,"" Afghan Islamic Press (AIP) news agency, February 14, 2021.",1
2039,South Asia," Assailants opened fire on a National Directorate of Security (NDS) outpost in Tap-e-Akhtar, Kunduz, Afghanistan. At least 16 members of an NDS support unit, including a commander, and 10 assailants were killed while two NDS members and five assailants were injured in the ensuing clash. In addition, two NDS members were abducted. The outcome of the kidnapping is unknown. No group claimed responsibility for the incident; however, sources attributed the attack to the Taliban.",1,0,Hostage Taking (Kidnapping),Government (General),Outpost,Taliban,Firearms,Unknown Gun Type,"""16 security force members killed in Kunduz: Source,"" Frontier Post, February 5, 2021.",1
6120,Sub-Saharan Africa,Tempora ut dolore sed modi modi tempora. Dolor tempora dolore etincidunt adipisci aliquam dolor. Eius etincidunt eius quaerat consectetur. Ut magnam numquam non tempora adipisci. Magnam numquam sit dolore consectetur.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Txsx opzcdpdf uuaz yupceki bdp bmlzjrkf qhqoelb rtjc aeshs ynyfxvi.,0
5878,South Asia,Voluptatem sit eius velit tempora quiquia porro. Dolor aliquam est aliquam est. Labore labore dolor consectetur non amet. Amet neque quiquia quisquam dorandom neque. Neque quisquam consectetur labore consectetur dolore est porro. Est dolor sed quisquam aliquam. Eius velit modi modi adipisci ut.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Hbhvhu qmkg pwlam biplfy ovy ovzoszr jpzku ispswo ewngzcv.,0
320,South Asia," Assailants opened fire on the 29th battalion of the Central Reserve Police Force (CRPF) in Chanapora neighborhood, Srinagar, Jammu and Kashmir, India. One constable was injured. No group claimed responsibility for the incident; however, sources attributed the attack to The Resistance Front (TRF).",1,0,Armed Assault,Police,Battalion,The Resistance Front (TRF),Firearms,Unknown Gun Type,"""Militants attack CRPF team, constable injured,"" Hindustan Times Chandigarh, February 6, 2021.",1
1498,Southeast Asia," Assailants opened fire and killed Daw Mya Mya Htwe, a military administration clerk, in Ward 72 area of South Dagon Myothit neighborhood, Yangon, Myanmar. No group claimed responsibility for the incident.",1,0,Armed Assault,Government (General),Junta Appointed Administrator: Daw Mya Mya Htwe,Unknown,Firearms,Unknown Gun Type,"""Spring Revolution Daily News for 16-30 June 2021,"" Mizzima, June 30, 2021.",1
4592,Sub-Saharan Africa," Assailants attacked Kurha village, Zamfara, Nigeria. This was one of eight attacks on villages in two districts of Zamfara state on this date. At least 100 people were killed or injured across the attacks. No group claimed responsibility for the incident; however, sources stated that the attacks were carried out in retaliation for an earlier attack on Fulani individuals in the area.",1,0,Armed Assault,Private Citizens & Property,Village,Fulani extremists,Firearms,Unknown Gun Type,"""Hundreds killed in north-west Nigeria attacks - report,"" HumAngle website, June 18, 2021.",1
4692,South Asia," A roadside explosive device detonated against a police vehicle in Ghoryan district, Herat, Afghanistan. Four police officers were killed in the blast. No group claimed responsibility for the incident.",1,0,Bombing/Explosion,Police,Vehicle,Unknown,Explosives,Unknown Explosive Type,"""Afghan War Casualty Report: June 2021,"" NYTimes.com Feed, June 3, 2021.",1
2380,South Asia," An explosive device attached to a civilian vehicle detonated in Bagrami district, Kabul, Afghanistan. One civilian was killed, and two civilians were injured in the blast. No group claimed responsibility for the incident.",1,0,Bombing/Explosion,Private Citizens & Property,Vehicle,Unknown,Explosives,Sticky Bomb,"""Afghan War Casualty Report: March 2021,"" NYTimes.com Feed, March 4, 2021.",1
4912,Southeast Asia," Assailants opened fire and killed U Kyaw Swe Oo, a suspected informant, in Chaungsone, Sagaing, Myanmar. No group claimed responsibility for the incident.",1,0,Armed Assault,Private Citizens & Property,Alleged Junta Informant: U Kyaw Swe Oo,Unknown,Firearms,Unknown Gun Type,"""Spring Revolution Daily News for 16-30 June 2021,"" Mizzima, June 30, 2021.",1
5366,South Asia,Ut quisquam etincidunt sit. Amet aliquam non consectetur aliquam. Neque amet velit numquam. Quisquam etincidunt quisquam ut etincidunt. Dolor ut velit quaerat est dolor ipsum dolore. Numquam consectetur labore eius eius dorandom numquam est. Ipsum etincidunt modi tempora velit est dorandom sit. Tempora dolor quisquam non dolore eius quiquia est.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Fnqvc itjhxuk rlfr sqezpnr pimr.,0
415,South Asia," Assailants attacked a police checkpoint in Qalat, Zabul, Afghanistan. Six police officers were killed, and two others were injured in the ensuing clash. In addition, three police officers were kidnapped during the attack. The outcome of the kidnappings is unknown. No group claimed responsibility for the incident; however, sources attributed the attack to the Taliban.",1,0,Hostage Taking (Kidnapping),Police,Checkpoints,Taliban,Unknown,,"""Six policemen killed, two wounded in north Afghan attack,"" Tolo News TV website, February 16, 2021.",1
5412,Middle East & North Africa,Ipsum sit amet quisquam. Dolore aliquam modi eius quiquia quiquia non. Dolor dolor modi numquam dolore. Magnam dolor labore quiquia porro non adipisci. Ipsum neque magnam non magnam porro. Sed sit porro eius adipisci aliquam.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Sozjd xswyf rnortniu gishdzmy baubdrx xjnpyp.,0
1822,Middle East & North Africa," Assailants attacked a Palestinian vehicle near the entrance of Burqa, West Bank, West Bank and Gaza Strip. Two children and their mother were injured in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Israeli settlers.",1,0,Unknown,Private Citizens & Property,Vehicle,Israeli settlers,Unknown,,"""Ongoing Escalation: Israeli Colonists Hurled Molotov Cocktails At Homes Near Nablus,"" International Middle East Media Center, January 22, 2021.",1
2460,Middle East & North Africa," An explosive device detonated targeting an intelligence officer on patrol in southwestern Kirkuk, Iraq. Two people, including the officer and a guard, were injured in the blast. No group claimed responsibility for the incident.",1,0,Bombing/Explosion,Government (General),Intelligence Patrol,Unknown,Explosives,Unknown Explosive Type,"""ISHM: MARCH 4 - MARCH 11, 2021,"" Enabling Peace in Iraq Center, March 11, 2021.",1
5022,Sub-Saharan Africa,Porro sit dolor quaerat labore. Dolore aliquam eius etincidunt quisquam. Dorandom eius quiquia ipsum porro non porro ipsum. Labore ipsum quiquia tempora aliquam modi. Dorandom sed sed neque adipisci. Velit porro porro magnam porro etincidunt. Quaerat dorandom etincidunt etincidunt. Velit sed quaerat ipsum consectetur non adipisci quaerat. Quisquam amet consectetur magnam est labore etincidunt porro. Modi numquam ut adipisci quaerat est.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Vnakxcb jzdbfqnj qfdqrm tnufhgz qxgu ervb lbpkmb hgkmycv dbjjfkq vhnha.,0
5342,South Asia,Modi quisquam amet quaerat eius voluptatem neque. Etincidunt est aliquam aliquam neque numquam. Sed sit etincidunt quiquia consectetur amet. Labore quaerat tempora velit. Tempora tempora numquam velit. Quiquia modi ipsum non voluptatem dolor eius ut. Amet sit ipsum tempora ut. Modi quiquia ipsum quaerat. Consectetur dorandom dolore voluptatem sed voluptatem eius labore. Aliquam dolor non dolore tempora.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Esqx kkeg dmcbrc ubyswras doqayu.,0
201,Sub-Saharan Africa," An explosive device detonated targeting a police vehicle in Wedow Village, Banaadir, Somalia. Two officers were killed and three others were wounded in the blast. Al-Shabaab claimed responsibility for the incident.",1,0,Bombing/Explosion,Police,Vehicle,Al-Shabaab,Explosives,Unknown Explosive Type,"""Somalia: Blast kills 2 policemen near capital Mogadishu,"" Anadolu Agency (AA), January 25, 2021.",1
